Message Type,Message Source,Timestamp,Mac Address,Status,Latitide,Logitude,Direction,Speed Horizontal,Speed Vertical,Altitude Pressure,Altitude Geodetic,Height,Height Type,Horizontal Accuracy,Vertical Accuracy,Baro Accuracy,Speed Accuracy,Time Accuracy,ID Type,UA Type,UAS ID,Operator ID,Description Type,Description,Operator Location Type,Operator Latitude,Operator Longitude,Operator Altitude Geo,Are Count,Area Radius,Area Ceiling,Area Floor,Classification Type,Category,Class Value
Operator ID,BluetoothLegacy,2024-03-15 17:03:38.451,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:38.451,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:38.451,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:38.768,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5171809,80.6641904,285 °,22.50 m/s,Unknown,Unknown,100.0 m,95.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:38.768,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:38.768,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:38.768,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:38.768,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:39.070,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5172676,80.66405499999999,315 °,22.50 m/s,Unknown,Unknown,100.0 m,100.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:39.070,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:39.070,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:39.070,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:39.070,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:40.052,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5172676,80.66405499999999,315 °,22.50 m/s,Unknown,Unknown,100.0 m,100.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:40.052,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:40.052,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:40.052,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:40.052,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:40.145,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5172676,80.66405499999999,315 °,22.50 m/s,Unknown,Unknown,100.0 m,100.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:40.145,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:40.145,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:40.145,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:40.145,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:40.402,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.517337899999998,80.66391759999999,266 °,22.75 m/s,Unknown,Unknown,100.0 m,107.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:40.402,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:40.402,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:40.402,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:40.402,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:41.781,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5172888,80.66377039999999,229 °,23.25 m/s,Unknown,Unknown,100.0 m,98.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:41.781,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:41.781,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:41.781,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:41.781,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:42.447,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5172888,80.66377039999999,229 °,23.25 m/s,Unknown,Unknown,100.0 m,98.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:42.447,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:42.447,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:42.447,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:42.447,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:42.728,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5172888,80.66377039999999,229 °,23.25 m/s,Unknown,Unknown,100.0 m,98.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:42.728,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:42.728,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:42.728,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:42.728,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:43.064,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5171436,80.6636978,200 °,23.50 m/s,Unknown,Unknown,100.0 m,105.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:43.064,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:43.064,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:43.064,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:43.064,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:44.144,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5169864,80.6636764,198 °,23.75 m/s,Unknown,Unknown,100.0 m,98.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:44.144,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:44.144,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:44.144,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:44.144,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:45.169,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5169864,80.6636764,198 °,23.75 m/s,Unknown,Unknown,100.0 m,98.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:45.169,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:45.169,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:45.169,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:45.169,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:45.435,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5168805,80.663557,235 °,21.50 m/s,Unknown,Unknown,100.0 m,102.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:45.435,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:45.435,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:45.435,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:45.435,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:46.363,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5168805,80.663557,235 °,21.50 m/s,Unknown,Unknown,100.0 m,102.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:46.363,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:46.363,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:46.363,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:46.363,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:46.501,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5168805,80.663557,235 °,21.50 m/s,Unknown,Unknown,100.0 m,102.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:46.501,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:46.501,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:46.501,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:46.501,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:46.764,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5167407,80.6634828,230 °,22.75 m/s,Unknown,Unknown,100.0 m,100.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:46.764,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:46.764,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:46.764,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:46.764,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:47.564,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5167407,80.6634828,230 °,22.75 m/s,Unknown,Unknown,100.0 m,100.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:47.564,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:47.564,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:47.564,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:47.564,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:47.834,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5167407,80.6634828,230 °,22.75 m/s,Unknown,Unknown,100.0 m,100.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:47.834,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:47.834,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:47.834,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:47.834,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:48.182,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.516584299999998,80.6634497,178 °,23.50 m/s,Unknown,Unknown,100.0 m,104.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:48.182,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:48.182,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:48.182,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:48.182,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:48.901,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.516584299999998,80.6634497,178 °,23.50 m/s,Unknown,Unknown,100.0 m,104.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:48.901,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:48.901,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:48.901,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:48.901,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:49.134,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.516584299999998,80.6634497,178 °,23.50 m/s,Unknown,Unknown,100.0 m,104.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:49.134,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:49.134,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:49.134,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:49.134,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:49.431,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.516489,80.6635665,113 °,21.50 m/s,Unknown,Unknown,100.0 m,101.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:49.431,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:49.431,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:49.431,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:49.431,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:03:50.098,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.516489,80.6635665,113 °,21.50 m/s,Unknown,Unknown,100.0 m,101.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:03:50.098,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:03:50.098,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:03:50.098,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:03:50.098,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
